user_id,login_time,logout_time,session_duration,file_upload_count,file_download_count,ip_change_count,failed_login_attempts,work_hours_consistency,label
user_7,23.370017410835953,5.5775589175312525,6.207541506695301,1,10,0,0,0.021832443990160447,suspicious
user_48,11.774581582049683,14.762266409089944,2.987684827040262,2,4,1,0,0.9203526217262117,normal
user_10,17.464466925029072,5.688766793294114,12.22429986826504,0,10,1,0,0.614880998084729,normal
user_17,16.157881474361645,19.502933823121534,3.3450523487598884,0,14,0,0,0.8563483305482504,normal
user_49,13.920109403846132,17.80903501794964,3.8889256141035062,3,16,1,0,0.7372608102558725,normal
user_37,10.893941013044195,14.56835341900164,3.6744124059574457,0,9,0,0,0.3146118919492808,normal
user_40,10.807225268482895,17.113928941867012,6.306703673384118,1,16,0,0,0.8081564115169528,normal
user_13,22.76412124836469,4.442205522186491,5.678084273821797,46,195,1,0,0.603897246735642,suspicious
user_24,17.32391270936535,22.78111736816994,5.457204658804593,7,13,1,0,0.5892134937208228,normal
user_32,11.667546389777302,19.967958616009447,8.300412226232144,0,6,1,0,0.6216424535139913,normal
user_19,12.990314010023269,20.937760353944803,7.947446343921534,1,-1,0,0,0.6201646144624144,normal
user_32,16.41826019969362,20.453202853147577,4.034942653453956,1,7,1,0,0.9719330504399677,normal
user_27,9.60209346312541,11.67038063153712,2.0682871684117092,2,10,0,0,0.9136337280631175,normal
user_40,13.736692740854235,17.116279955715672,3.3795872148614388,3,12,0,0,0.1515271993748901,normal
user_24,13.267508885468093,18.03863025620236,4.7711213707342655,0,15,1,0,0.6486057352736934,normal
user_9,16.53171953923611,19.151861254961048,2.620141715724939,0,11,1,0,0.5604619555202976,normal
user_11,15.639011739744172,15.912990618199021,0.2739788784548498,1,11,1,0,0.9439422680036568,normal
user_2,17.149757495833153,21.91238436854463,4.7626268727114764,0,8,1,8,0.8872471482479074,suspicious
user_22,12.08534455155937,17.730493206608866,5.645148655049497,3,11,1,0,0.8047194214898465,normal
user_47,10.345940190691191,12.65759532489105,2.3116551341998584,2,16,1,0,0.7320937073987933,normal
user_45,17.597488353251684,20.30496106034951,2.707472707097825,1,14,1,0,0.9076833169880955,normal
user_46,8.98886994577142,11.412717948132709,2.4238480023612885,4,6,0,0,0.6076940699786701,normal
user_26,4.539331882087581,9.677185993206999,5.137854111119418,1,12,0,0,0.8470520842823421,suspicious
user_31,16.396765662476714,22.12002096713775,5.723255304661037,3,6,0,0,0.6465005751835129,normal
user_18,17.704866348503387,20.391134041081507,2.68626769257812,0,8,0,0,0.7565357137694153,normal
user_6,17.74152360418679,19.316491142330193,1.5749675381434045,5,10,1,4,0.7305988724107513,normal
user_37,11.453145832013288,17.76174037802697,6.3085945460136825,0,12,1,0,0.5844937757854001,normal
user_16,16.041652213965172,0.588476866578155,8.546824652612983,1,14,0,0,0.6239427592995159,normal
user_15,15.79794545142253,20.527242542203357,4.729297090780827,0,11,1,0,0.5695613188435269,normal
user_26,17.270398951675602,18.77495640570809,1.5045574540324873,0,10,5,0,0.8098009500695289,suspicious
user_24,8.263158168882015,14.922693312750106,6.659535143868091,0,8,0,0,0.2500744933276314,normal
user_32,15.21144547201975,19.028587711843613,3.8171422398238644,0,5,0,0,0.9814136323223528,normal
user_9,14.120256128487712,21.182777210999475,7.062521082511761,2,8,1,0,0.6069403343122264,normal
user_9,10.426937284055413,17.534282643677752,7.10734535962234,0,12,1,0,0.7077147069338976,normal
user_29,10.520617299438028,12.979597529649752,2.458980230211724,3,10,1,0,0.6711152941347273,normal
user_37,15.47512939214854,23.648715924246844,8.173586532098302,0,22,1,0,0.9095556799417899,normal
user_14,15.898594290670204,22.396385278043926,6.497790987373723,0,11,0,0,0.8616437141318365,normal
user_45,15.921840995938947,18.18692946592991,2.265088469990965,2,21,1,0,0.9083923226471867,normal
user_28,17.527731498046123,0.16051068145162972,6.632779183405508,41,91,0,0,0.7165076080043391,suspicious
user_50,22.095060168221238,6.009542632396091,7.914482464174851,2,2,0,0,0.9480212615382502,suspicious
user_11,11.552413716809612,12.926833336914086,1.3744196201044732,2,11,1,5,0.687137501946099,normal
user_10,10.407916885730756,12.094729412076761,1.6868125263460048,0,19,1,0,0.770893675744684,normal
user_3,13.303421502559816,21.735039197153224,8.431617694593408,8,4,1,0,0.6562424021918529,normal
user_45,10.866697574184613,14.570207614956367,3.7035100407717527,0,1,0,0,0.8461329660040371,normal
user_31,15.077328796338078,21.727532438561898,6.650203642223819,2,6,0,0,0.5752923862885568,normal
user_24,13.923387360369022,15.47280344458045,1.549416084211428,1,9,0,0,0.09692222466762601,normal
user_39,14.213089652241397,19.447121091784922,5.234031439543527,3,6,0,0,0.3626444230205459,normal
user_50,13.033215210808162,19.79838771579414,6.765172504985976,0,16,1,0,0.6156462737172657,normal
user_5,15.86383193790207,18.48764899565387,2.6238170577518014,2,8,0,0,0.9485402797855438,normal
user_9,10.49534126395837,15.1645474065352,4.669206142576831,0,8,1,0,0.660120867761908,normal
user_50,9.763828159163745,17.796501682950577,8.03267352378683,0,1,1,0,0.8209395721512676,normal
user_4,9.892127197323424,18.142801442484355,8.250674245160933,1,10,0,0,0.8572227323699271,normal
user_49,9.42492359568906,18.04983879167286,8.624915195983803,2,14,0,0,0.6815499495736247,normal
user_48,8.340812055899178,15.162161770489133,6.821349714589955,35,71,0,0,0.5552152245181287,suspicious
user_14,12.603480829046262,15.15464657579382,2.5511657467475573,4,15,1,0,0.794194851336038,normal
user_19,8.324915625549579,9.758827233578035,1.433911608028457,2,11,0,0,0.5206108994151732,normal
user_11,14.107729930094727,2.2694635491342368,12.161733619039511,2,7,0,0,0.9002291570468672,normal
user_35,8.590706968343966,9.067462655022185,0.4767556866782191,2,11,1,7,0.5484800069145552,suspicious
user_20,15.464996425189394,22.667121181580892,7.202124756391498,1,9,3,0,0.5021277519402242,suspicious
user_39,1.3929901660033743,4.4568936351367725,3.0639034691333977,0,10,0,0,0.6851591304623661,suspicious
user_41,11.270557727000197,16.014046665072026,4.743488938071828,0,10,0,0,0.8028130621580646,normal
user_42,12.838878042880811,19.978928293872755,7.140050250991944,0,10,1,0,0.7770560630616961,normal
user_14,13.792538214294662,20.240272778597472,6.447734564302808,19,89,1,0,0.9746291974913053,suspicious
user_18,14.095482870775548,19.660935089338707,5.565452218563157,6,0,1,0,0.9003843956630719,normal
user_35,8.844093190446886,13.289452581157237,4.445359390710351,1,13,0,0,0.10668999977995482,normal
user_40,16.871577853317255,7.983289344594098,15.111711491276841,1,5,0,0,0.7383438295678828,normal
user_10,14.802024746894322,22.765662781755935,7.963638034861613,2,8,1,0,0.8719328615784459,normal
user_48,15.077042454640118,23.387879184797452,8.310836730157334,3,6,1,0,0.8948600534716009,normal
user_45,13.137617923221992,18.49580473344473,5.358186810222738,7,8,0,0,0.3368157824560525,normal
user_37,12.006861286617983,14.940598416670877,2.9337371300528945,1,2,1,0,0.6743890892550144,normal
user_29,14.919222556993223,19.00747942807725,4.088256871084027,0,12,1,0,0.7391049781525132,normal
user_3,8.20018177797634,12.167102954997652,3.9669211770213124,0,9,0,0,0.7009167554784839,normal
user_12,14.957387976286553,21.98641540630821,7.029027430021657,45,196,0,0,0.7275262946863906,suspicious
user_4,8.876782709243749,16.53047420682619,7.653691497582441,0,21,0,0,0.8806409230584933,normal
user_23,11.07986295690173,18.292700757978565,7.212837801076836,1,0,0,0,0.606838778102023,normal
user_49,13.31901943984091,13.419181634896013,0.10016219505510336,3,12,1,0,0.685970165051453,normal
user_6,13.098525024649172,13.27591954211703,0.17739451746785778,1,12,1,10,0.5012775286992573,suspicious
user_19,12.170534311129227,20.070978518295618,7.900444207166392,1,16,1,0,0.7373801613493554,normal
user_8,17.238615082195984,17.433065006101426,0.194449923905442,1,7,1,0,0.5608394999340509,normal
user_41,14.63305398622823,18.503401013466018,3.870347027237788,1,12,0,0,0.9140199550461039,normal
user_3,10.383122345238142,16.778129277079444,6.395006931841302,0,10,0,0,0.9938176919805832,normal
user_36,11.371417536820134,12.479544233127257,1.1081266963071226,0,10,1,4,0.6536612218933984,normal
user_46,13.138460247687698,18.714644642196657,5.576184394508958,0,5,0,0,0.7061544652971328,normal
user_12,11.539043615484804,19.24075154326693,7.701707927782126,2,15,0,0,0.5060622115552924,normal
user_46,22.83570980577688,6.556941838406626,7.721232032629747,5,7,1,0,0.5331413281684045,suspicious
user_8,11.416522870713132,17.094909059942278,5.678386189229147,2,11,1,0,0.7868639128786552,normal
user_23,13.836898900832397,18.623711987088768,4.786813086256373,0,6,1,0,0.8747694822209344,normal
user_33,12.298073825234287,4.255248895574034,15.957175070339746,2,17,0,0,0.6692629281813547,normal
user_36,14.578866086577086,16.018091227714702,1.4392251411376158,15,99,0,0,0.11085607525405844,normal
user_40,9.131744837154148,11.330673840666064,2.198929003511916,0,14,1,0,0.37715898367316525,normal
user_42,14.583795237673014,17.51040980885966,2.9266145711866454,2,16,0,0,0.5461566799266122,normal
user_11,9.843028631134834,11.58924809593855,1.7462194648037164,1,12,1,0,0.726544854687041,normal
user_13,0.3126148816471014,1.4352715952190125,1.122656713571911,1,11,0,0,0.7503720511563079,suspicious
user_32,23.990616418656987,3.739697018063712,3.7490805994067236,2,4,1,0,0.5430085464232283,suspicious
user_41,15.745961953464217,19.176337414907945,3.4303754614437274,0,7,1,0,0.9470173667910093,normal
user_36,10.364661471052097,13.400517807325908,3.0358563362738105,2,6,1,0,0.7451721406293963,normal
user_1,22.641931601256484,3.846634066496069,5.204702465239586,2,10,1,0,0.9583628375155444,suspicious
user_23,13.265203492698221,19.898984095557587,6.633780602859364,0,4,1,10,0.5883170973311947,suspicious
user_15,8.30399417290496,10.841458968932727,2.537464796027769,1,9,0,0,0.9133753169811093,normal
user_49,9.31086101399704,18.218458111777522,8.907597097780483,3,8,1,0,0.9772942582983257,normal
user_35,16.91234901763066,23.462111274471138,6.549762256840478,30,156,1,0,0.7026989438280977,suspicious
user_21,14.78066609261691,21.8562429398125,7.07557684719559,14,89,0,0,0.24547863497193592,normal
user_38,1.3661185398597135,2.7016875779863154,1.3355690381266019,2,0,0,0,0.7574411009358473,suspicious
user_37,17.560942871965572,20.001529285743658,2.440586413778086,1,16,1,0,0.6247089005575299,normal
user_19,16.534825501222812,19.89445030437892,3.359624803156109,1,14,1,0,0.644558505930863,normal
user_5,8.802751319803392,16.60414918530465,7.801397865501257,0,11,1,0,0.6799862976523741,normal
user_15,16.40657625016214,5.634247102002959,13.22767085184082,1,9,1,0,0.31032462121741217,normal
user_39,4.134593339955552,5.401844896938966,1.267251556983414,0,13,0,0,0.21242826348865199,suspicious
user_43,11.5421231897083,17.18848258091427,5.6463593912059675,0,-1,1,0,0.5131354443643388,normal
user_37,22.18725649394568,3.9548980188271656,5.767641524881486,3,3,1,0,0.7529407978809601,suspicious
user_46,12.146193053799541,19.446374330152203,7.300181276352663,2,4,1,0,0.7653297262356096,normal
user_14,13.760390932054303,13.902245710972288,0.14185477891798395,2,12,1,0,0.6812121664202755,normal
user_34,13.39765102833605,15.553984551548128,2.156333523212078,3,7,0,9,0.6434570790874752,suspicious
user_13,23.05156484232267,7.136421810356605,8.084856968033936,2,15,0,0,0.09820996443675134,suspicious
user_37,8.65076992171068,0.23327515278704425,15.582505231076363,0,13,1,6,0.700274636610617,suspicious
user_36,8.992172938672594,10.918127177449918,1.9259542387773232,4,14,1,0,0.9204617282696096,normal
user_47,11.177893580332,14.288066471282578,3.1101728909505777,1,8,5,0,0.627186170776233,suspicious
user_37,8.960616698848579,9.118734993769216,0.1581182949206381,0,2,1,5,0.3690266385606746,normal
user_23,8.530795309472325,15.439220790700151,6.908425481227828,0,8,1,0,0.652433805497256,normal
user_45,17.109405176082376,22.948920682817896,5.839515506735521,3,12,0,0,0.5539267840894411,normal
user_24,9.3601595227569,13.224588061987877,3.8644285392309765,5,13,3,0,0.9879087730437659,suspicious
user_9,8.625390868541958,16.412618951562656,7.787228083020699,45,80,1,0,0.9320689178497867,suspicious
user_25,16.958398208320524,0.046229702335057965,7.087831494014535,0,17,1,0,0.743556042715929,normal
user_8,10.966965321607447,19.881807676001547,8.9148423543941,1,11,0,0,0.020044059397487282,normal
user_28,15.609368798362528,16.039207194076816,0.42983839571428906,0,6,0,0,0.9730974466204216,normal
user_43,23.204081832510365,23.518799171624668,0.31471733911430444,2,11,0,7,0.7257940501389001,suspicious
user_10,22.037372675376197,23.563164333490885,1.525791658114687,8,15,1,0,0.5195568487222713,suspicious
user_48,16.9650019324885,20.845270880299367,3.8802689478108663,2,13,1,0,0.9699179884261353,normal
user_19,10.006414391426897,18.5841293932482,8.577715001821304,1,7,1,0,0.8788049602413779,normal
user_3,16.65289297473403,16.942275807803878,0.2893828330698488,1,4,0,0,0.5461186879075665,normal
user_26,10.89868452434423,16.35541710206516,5.4567325777209295,8,1,1,0,0.21420610334097942,normal
user_24,13.725893432047814,20.83719367229766,7.111300240249845,1,4,0,0,0.7845380231961391,normal
user_36,16.481865560590062,0.9787812743621487,8.496915713772086,0,7,1,0,0.6732672753975052,normal
user_36,15.405746878737919,22.380941907965358,6.975195029227441,2,11,0,0,0.5533516288205066,normal
user_50,15.394484787423265,22.323101237833953,6.92861645041069,1,13,1,0,0.6763342790039708,normal
user_29,11.000466915631286,14.276292132272857,3.2758252166415724,26,146,0,0,0.8891705799127974,suspicious
user_50,15.009008104551015,16.254464578976496,1.245456474425481,0,16,0,0,0.8429783015660017,normal
user_37,17.671731512700404,20.105185951333013,2.433454438632607,23,72,6,0,0.741724967794647,suspicious
user_7,11.663241898161054,20.264046956972873,8.600805058811819,0,21,0,9,0.9697554209962242,suspicious
user_10,9.91354697590082,10.03701381570595,0.12346683980513112,3,7,0,0,0.69789309245598,normal
user_24,14.953794346026118,21.90652451178361,6.9527301657574885,0,6,0,0,0.5514083730008195,normal
user_12,16.49347620424487,18.28424536642094,1.7907691621760682,0,3,0,0,0.7656049873356001,normal
user_25,11.644892385718375,19.819410747187398,8.174518361469024,2,10,1,0,0.8106593647969796,normal
user_29,16.846826874709638,0.4688176408974414,7.6219907661878015,0,14,0,0,0.8887155392557022,normal
user_30,17.42732086597845,20.063358939990913,2.636038074012461,1,20,0,0,0.6996173320509375,normal
user_22,14.564811759082238,20.08074464403039,5.515932884948151,1,7,0,0,0.8849578908460367,normal
user_9,17.675038596045916,23.849810204606865,6.17477160856095,3,5,1,0,0.7432438529490457,normal
user_22,8.81780648579835,12.26532195483901,3.4475154690406606,0,14,0,0,0.8282778718927367,normal
user_35,9.864317857899806,16.32012729661987,6.455809438720063,0,7,1,6,0.5601487783994904,suspicious
user_34,17.77405598437515,23.93119624585954,6.157140261484388,1,8,1,0,0.3945838515032366,normal
user_3,8.012303073742242,11.687297742773683,3.6749946690314426,1,0,1,0,0.781062987853461,normal
user_5,14.813603884540067,15.291442845027593,0.47783896048752694,2,-2,0,5,0.7966608389460039,normal
user_29,17.012033732199207,23.630085871849133,6.618052139649925,3,2,1,0,0.9675188000146174,normal
user_42,16.844924550010468,19.23343948670187,2.3885149366914,1,5,0,10,0.9562337685735185,suspicious
user_44,8.442318180956578,13.036473580803182,4.594155399846605,0,8,0,0,0.7326103041699614,normal
user_38,12.240477485547787,17.41198782830699,5.171510342759205,1,13,0,0,0.9304247297674028,normal
user_14,14.052436371350133,22.72969167559113,8.677255304240997,1,8,1,0,0.7990507566358672,normal
user_35,22.041826390456873,12.655678321252196,14.613851930795327,0,-4,1,0,0.6937812803384213,suspicious
user_6,17.15939230523188,21.305716696624994,4.146324391393115,1,11,0,0,0.547514912580662,normal
user_43,9.970477217196416,12.037904486642152,2.0674272694457345,0,17,0,0,0.7177862681668529,normal
user_12,11.685804587621455,19.86147489586628,8.175670308244825,2,8,1,0,0.6371928516338803,normal
user_3,15.900560868813038,23.18901352871562,7.288452659902582,1,9,9,0,0.20529215900101128,suspicious
user_23,12.084614662875598,2.2295738975485264,14.144959234672926,0,12,0,0,0.6041168414796441,normal
user_22,8.36937975574354,11.189968015086311,2.820588259342771,9,16,0,0,0.7416094804778379,normal
user_6,16.78722675574751,18.415401513554123,1.6281747578066117,0,2,1,0,0.711042730480092,normal
user_3,8.2268971121665,11.715740296207994,3.488843184041494,0,7,1,0,0.9141296826328297,normal
user_27,9.060976337175529,16.359222226283862,7.298245889108335,0,12,0,0,0.7119265332071673,normal
user_50,17.3323167737423,22.945696499004196,5.613379725261896,0,-2,0,4,0.5983391255829412,normal
user_14,12.46353098053364,18.761792173812367,6.298261193278726,0,3,0,0,0.5527381315430111,normal
user_32,22.73284693529219,2.5695941914314133,3.8367472561392244,27,159,1,0,0.6641799803692625,suspicious
user_25,15.885495243400348,23.796885347723464,7.911390104323117,2,19,1,0,0.9977048775760083,normal
user_5,11.580650291901799,13.668099017866659,2.087448725964859,7,9,0,0,0.7295101868695143,normal
user_27,9.748579184374563,15.81608874532974,6.067509560955177,4,12,0,0,0.6615385109639101,normal
user_42,22.369807755085894,4.448406171275725,6.0785984161898305,5,15,1,4,0.8130447519453579,suspicious
user_3,11.082761856271304,19.92772626885059,8.844964412579287,0,0,1,0,0.8558567973882758,normal
user_4,14.655319498517104,20.09103314650614,5.435713647989034,0,10,1,5,0.8575321708330936,normal
user_3,12.695482069661306,16.970309124667843,4.2748270550065355,5,11,4,0,0.9548710738496258,suspicious
user_18,11.674320858813907,18.68893986408276,7.014619005268853,0,12,0,0,0.705443762569738,normal
user_7,12.927291910486424,3.840692860684534,14.91340095019811,0,14,0,0,0.6279735560741493,normal
user_46,8.673001376921773,17.187400288359967,8.514398911438196,1,11,0,0,0.9490984705264911,normal
user_16,13.246257702653125,15.024620661252191,1.7783629585990663,3,7,0,4,0.5228827705826291,normal
user_6,14.381434101798629,17.931463139451353,3.5500290376527257,2,10,1,0,0.9023270690089015,normal
user_6,3.5758023474284055,5.383942123032391,1.8081397756039852,4,13,0,8,0.5420336398684845,suspicious
user_38,9.163928792509637,15.601708243625845,6.437779451116208,1,-4,1,0,0.8481672918126884,normal
user_16,14.083506209111974,15.456596150238592,1.3730899411266195,4,19,1,0,0.8886778714608965,normal
user_11,16.657022684089164,17.07898040246623,0.4219577183770665,0,15,1,0,0.652182333772674,normal
user_49,12.878640510858727,18.957761130148675,6.079120619289947,6,11,1,0,0.7359883996819765,normal
user_7,12.897542480452229,16.64270872531859,3.745166244866363,2,13,1,0,0.9484925937666913,normal
user_29,16.947655382851643,21.004327881318712,4.05667249846707,1,10,0,8,0.5395990913144669,suspicious
user_5,22.750679275472223,4.0920854772023105,5.341406201730086,0,4,0,7,0.6033937805601434,suspicious
user_37,12.70373502606103,16.16993152452679,3.466196498465756,42,84,0,0,0.884634361218408,suspicious
user_47,13.844432561090043,17.335779824894082,3.4913472638040375,0,14,0,0,0.9507230067936492,normal
user_46,14.065221574243903,16.531010975497995,2.465789401254092,2,15,1,6,0.5945002555021013,suspicious
user_45,14.568263287350579,15.758897307049754,1.190634019699174,0,16,5,0,0.5359225420297491,suspicious
user_25,17.59932043774878,23.51432078251092,5.915000344762141,1,11,1,0,0.8382373212752331,normal
user_6,16.985446675287797,1.1488376257592137,8.163390950471417,0,8,0,0,0.774177636438073,normal
user_32,12.515225804368884,19.284991802569685,6.7697659982008,4,7,1,0,0.015036014188313952,normal
user_1,15.04461658838692,18.07466128787817,3.030044699491248,0,6,1,7,0.6665369482551047,suspicious
user_3,17.923932421163414,20.345633280422174,2.4217008592587588,0,19,0,0,0.5536744147173756,normal
user_26,11.798772431275594,13.64734395750188,1.8485715262262854,2,12,1,4,0.646524502493584,normal
user_1,9.146032617344781,12.09145471635546,2.9454220990106803,7,1,0,0,0.7811346170418192,normal
user_48,16.453493807535136,22.218100443242466,5.764606635707331,1,8,1,0,0.6294727473951003,normal
user_39,16.57690194835373,20.983489832449443,4.406587884095712,0,9,0,0,0.8481653703214918,normal
user_34,15.94702734087943,0.2905092602916355,8.343481919412207,22,106,0,0,0.22217488492859513,suspicious
user_14,2.828400305773378,7.2578829528061135,4.429482647032735,2,15,0,0,0.5052728605532147,suspicious
user_17,13.809481014010094,19.670293361780978,5.860812347770882,0,14,1,0,0.7152232181823905,normal
user_9,15.7768902380848,7.509572218942004,15.732681980857205,49,89,0,0,0.7666820733920222,suspicious
user_50,9.48950133768148,15.723230740919973,6.233729403238494,0,4,1,0,0.12115755231175473,normal
user_18,11.512256147671298,13.648744264611885,2.136488116940586,3,4,1,0,0.815482351352921,normal
user_29,10.571853555808273,11.818280028963247,1.2464264731549752,0,8,0,7,0.7798209906841762,suspicious
user_45,10.782565560505779,14.966664875280502,4.184099314774723,0,11,1,10,0.7146569452238745,suspicious
user_40,9.636534143481658,18.27667527660143,8.640141133119771,0,2,0,0,0.7307008806860718,normal
user_37,13.05966298031797,17.14549552133598,4.085832541018011,15,17,1,0,0.5246286553821488,normal
user_35,13.065197040687417,5.045505535999517,15.980308495312098,1,9,0,0,0.6056136662757677,normal
user_16,15.231210495054446,22.121196382083298,6.8899858870288515,2,3,1,0,0.9175001690960363,normal
user_3,9.277217115663445,10.846667019038579,1.5694499033751335,0,14,0,0,0.7481618092670765,normal
user_16,13.920451321173523,20.40669379674842,6.4862424755748975,1,13,1,0,0.876095897362668,normal
user_12,14.754888064259669,15.002858537355998,0.24797047309632886,0,7,1,0,0.5120759305238543,normal
user_6,12.470484705131895,17.35626270521795,4.885778000086055,1,8,0,0,0.6958511579672866,normal
user_23,11.030088674066263,16.487929608254873,5.457840934188608,4,15,0,0,0.024823836929539447,normal
user_22,17.764755824725352,21.77236540785005,4.007609583124698,25,169,0,0,0.5859888825903781,suspicious
user_47,3.6867076812866264,11.965873124835095,8.27916544354847,3,18,0,0,0.9555234214554942,suspicious
user_37,8.913216241871218,17.289105881847853,8.375889639976632,5,10,1,0,0.6154919159339035,normal
user_49,13.917928486462833,18.03216635747105,4.114237871008218,3,4,1,9,0.9087609204596467,suspicious
user_25,11.99698592381606,18.322238471305184,6.325252547489123,0,11,0,0,0.9807633814128789,normal
user_34,15.740941542065697,0.15617372017432984,8.415232178108635,0,15,1,0,0.7531012198064964,normal
user_23,16.257543606811986,19.97464634195302,3.7171027351410313,0,8,1,0,0.501908313193391,normal
user_36,9.756213517690306,9.932683940466802,0.17647042277649586,2,6,0,0,0.8635341206129559,normal
user_29,8.073552280268132,15.202599193805263,7.12904691353713,0,11,0,0,0.9887165735155432,normal
user_41,0.2123336947342691,14.34736372611026,14.13503003137599,0,5,9,0,0.033892067980821276,suspicious
user_19,9.455777534690787,11.84084855788205,2.385071023191262,0,13,0,10,0.8701197145209894,suspicious
user_45,10.03892095043615,10.429512531013106,0.39059158057695686,0,8,1,0,0.9419891382916641,normal
user_1,17.985823232554175,19.87670849388401,1.890885261329836,1,4,0,0,0.8200157113577702,normal
user_50,16.30020404792933,0.6834968467047524,8.383292798775422,2,13,0,0,0.5784740154507715,normal
user_50,22.332106183239055,5.916087967359211,7.583981784120153,0,8,0,0,0.5790930223062749,suspicious
user_45,4.398073869800113,11.183315314472587,6.785241444672475,0,14,0,0,0.9389918207250643,suspicious
user_38,16.659036180403533,20.261089833618065,3.6020536532145346,1,2,1,0,0.6726433787902646,normal
